date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:10:13	25/25	---M--	200	added ('OK')	text/plain	etag:%227f564a4-19-3ef0a6a1b08c0%22	https://gmpg.org/robots.txt		(from https://swiftbusinesspay.com/)
21:10:13	2067/2067	---M-Z	200	added ('OK')	text/css	etag:%2264e18331-813-3ef0a663b3680-gzip%22	https://gmpg.org/xfn/default.css	/Users/gladiusfinance/websites/swift/gmpg.org/xfn/default.css	(from https://gmpg.org/xfn/11)
21:10:14	4170/4170	---M-Z	200	added ('OK')	text/html	date:Mon,%2030%20Aug%202021%2002:10:14%20GMT	https://gmpg.org/xfn/.	/Users/gladiusfinance/websites/swift/gmpg.org/xfn/.html	(from https://gmpg.org/xfn/11)
21:10:15	16269/16269	---M-Z	200	added ('OK')	text/html	date:Mon,%2030%20Aug%202021%2002:10:15%20GMT	https://gmpg.org/xfn/intro	/Users/gladiusfinance/websites/swift/gmpg.org/xfn/intro.html	(from https://gmpg.org/xfn/11)
21:10:16	7342/7342	---M-Z	200	added ('OK')	text/html	date:Mon,%2030%20Aug%202021%2002:10:16%20GMT	https://gmpg.org/xfn/faq	/Users/gladiusfinance/websites/swift/gmpg.org/xfn/faq.html	(from https://gmpg.org/xfn/11)
21:10:17	3789/3789	---M-Z	200	added ('OK')	text/html	date:Mon,%2030%20Aug%202021%2002:10:17%20GMT	https://gmpg.org/xfn/thanks	/Users/gladiusfinance/websites/swift/gmpg.org/xfn/thanks.html	(from https://gmpg.org/xfn/11)
21:10:19	51/51	---MCZ	200	added ('OK')	text/plain	date:Mon,%2030%20Aug%202021%2002:10:18%20GMT	http://fonts.googleapis.com/robots.txt		(from https://swiftbusinesspay.com/)
21:10:19	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Aug%202021%2002:10:19%20GMT	http://s.w.org/robots.txt		(from https://swiftbusinesspay.com/)
21:10:21	51/51	---MCZ	200	added ('OK')	text/plain	date:Mon,%2030%20Aug%202021%2002:10:20%20GMT	https://fonts.googleapis.com/robots.txt		(from https://swiftbusinesspay.com/)
21:10:28	62733/62733	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Aug%202021%2002:10:22%20GMT	https://swiftbusinesspay.com/wp-content/plugins/bdthemes-element-pack/images/backgrounds/divider-icon.svg	/Users/gladiusfinance/websites/swift/swiftbusinesspay.com/wp-content/plugins/bdthemes-element-pack/images/backgrounds/divider-icon.8c.delayed	(from https://swiftbusinesspay.com/wp-content/plugins/bdthemes-element-pack/assets/css/bdt-uikit.css?ver=3.5.5)
21:10:29	62733/62733	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Aug%202021%2002:10:29%20GMT	https://swiftbusinesspay.com/wp-content/plugins/bdthemes-element-pack/images/backgrounds/list-bullet.svg	/Users/gladiusfinance/websites/swift/swiftbusinesspay.com/wp-content/plugins/bdthemes-element-pack/images/backgrounds/list-bullet.8d.delayed	(from https://swiftbusinesspay.com/wp-content/plugins/bdthemes-element-pack/assets/css/bdt-uikit.css?ver=3.5.5)
21:10:30	62733/62733	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Aug%202021%2002:10:30%20GMT	https://swiftbusinesspay.com/wp-content/plugins/bdthemes-element-pack/images/backgrounds/form-datalist.svg	/Users/gladiusfinance/websites/swift/swiftbusinesspay.com/wp-content/plugins/bdthemes-element-pack/images/backgrounds/form-datalist.svg	(from https://swiftbusinesspay.com/wp-content/plugins/bdthemes-element-pack/assets/css/bdt-uikit.css?ver=3.5.5)
21:10:31	773/773	---M-Z	200	added ('OK')	image/svg+xml	date:Sun,%2001%20Aug%202021%2005:42:45%20GMT	https://swiftbusinesspay.com/wp-content/plugins/bdthemes-element-pack/assets/images/loading.svg	/Users/gladiusfinance/websites/swift/swiftbusinesspay.com/wp-content/plugins/bdthemes-element-pack/assets/images/loading.svg	(from https://swiftbusinesspay.com/wp-content/plugins/bdthemes-element-pack/assets/css/element-pack-site.css?ver=5.9.4)
21:10:31	1676/1676	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2004%20Aug%202021%2009:06:45%20GMT	https://swiftbusinesspay.com/wp-content/plugins/woocommerce/assets/fonts/star.eot	/Users/gladiusfinance/websites/swift/swiftbusinesspay.com/wp-content/plugins/woocommerce/assets/fonts/star.eot	(from https://swiftbusinesspay.com/wp-content/themes/astra/assets/css/minified/compatibility/woocommerce/woocommerce.min.css?ver=3.6.8)
21:10:32	1676/1676	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2004%20Aug%202021%2009:06:45%20GMT	https://swiftbusinesspay.com/wp-content/plugins/woocommerce/assets/fonts/star.eot?	/Users/gladiusfinance/websites/swift/swiftbusinesspay.com/wp-content/plugins/woocommerce/assets/fonts/stard41d.eot	(from https://swiftbusinesspay.com/wp-content/themes/astra/assets/css/minified/compatibility/woocommerce/woocommerce.min.css?ver=3.6.8)
21:10:33	1304/1304	---M--	200	added ('OK')	font/woff	date:Wed,%2004%20Aug%202021%2009:06:45%20GMT	https://swiftbusinesspay.com/wp-content/plugins/woocommerce/assets/fonts/star.woff	/Users/gladiusfinance/websites/swift/swiftbusinesspay.com/wp-content/plugins/woocommerce/assets/fonts/star.woff	(from https://swiftbusinesspay.com/wp-content/themes/astra/assets/css/minified/compatibility/woocommerce/woocommerce.min.css?ver=3.6.8)
21:10:34	1512/1512	---M-Z	200	added ('OK')	font/ttf	date:Wed,%2004%20Aug%202021%2009:06:45%20GMT	https://swiftbusinesspay.com/wp-content/plugins/woocommerce/assets/fonts/star.ttf	/Users/gladiusfinance/websites/swift/swiftbusinesspay.com/wp-content/plugins/woocommerce/assets/fonts/star.ttf	(from https://swiftbusinesspay.com/wp-content/themes/astra/assets/css/minified/compatibility/woocommerce/woocommerce.min.css?ver=3.6.8)
21:10:35	929/929	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2004%20Aug%202021%2009:06:45%20GMT	https://swiftbusinesspay.com/wp-content/plugins/woocommerce/assets/fonts/star.svg	/Users/gladiusfinance/websites/swift/swiftbusinesspay.com/wp-content/plugins/woocommerce/assets/fonts/star.svg	(from https://swiftbusinesspay.com/wp-content/themes/astra/assets/css/minified/compatibility/woocommerce/woocommerce.min.css?ver=3.6.8)
